TestStartDate,2025.09.01	04:00		
Index,BarTime,Open1,Close1,High1,Low1,Open2,Close2,High2,Low2,Bull,Bear,Engulfing,Entry,SL,TP,Lots,SL_Dist,TP_Mult,RiskMult,ConsecLoss,TradeResult			
1	2025.09.01	00:00	1.1694499999999999	1.16964	1.16973	1.16846	1.1701	1.16873	1.17024	1.16798	false	false	false	1.1701	0.0	0.0	0.0	0.0	3.0	1.0	0	NoEngulf		
2	2025.09.01	04:00	1.16965	1.17078	1.17136	1.16873	1.1694499999999999	1.16964	1.16973	1.16846	false	false	false	1.1694499999999999	0.0	0.0	0.0	0.0	3.0	1.0	0	NoEngulf		
3	2025.09.01	08:00	1.17078	1.17346	1.17356	1.17076	1.16965	1.17078	1.17136	1.16873	false	false	false	1.16965	0.0	0.0	0.0	0.0	3.0	1.0	0	NoEngulf		
4	2025.09.01	12:00	1.17347	1.17068	1.17355	1.17057	1.17078	1.17346	1.17356	1.17076	false	true	true	1.17078	1.17355	1.1624699999999994	0.1	0.0027700000000001612	3.0	1.0	0	TradeExecutedSell		
5	2025.09.01	16:00	1.1706699999999999	1.1703999999999999	1.17156	1.16956	1.17347	1.17068	1.17355	1.17057	false	false	false	1.17347	0.0	0.0	0.0	0.0	3.0	1.0	0	NoEngulf		
6	2025.09.01	20:00	1.1703999999999999	1.1710099999999999	1.17133	1.17003	1.1706699999999999	1.1703999999999999	1.17156	1.16956	true	false	true	1.1706699999999999	1.17003	1.1725899999999998	0.1	0.0006399999999999739	3.0	1.0	0	TradeExecutedBuy		
7	2025.09.02	00:00	1.17097	1.17038	1.17177	1.17024	1.1703999999999999	1.1710099999999999	1.17133	1.17003	false	false	false	1.1703999999999999	0.0	0.0	0.0	0.0	3.0	1.0	0	NoEngulf		
8	2025.09.02	04:00	1.17038	1.16926	1.1706	1.16891	1.17097	1.17038	1.17177	1.17024	false	false	false	1.17097	0.0	0.0	0.0	0.0	3.0	1.0	0	NoEngulf		
9	2025.09.02	08:00	1.16927	1.16446	1.17059	1.1633	1.17038	1.16926	1.1706	1.16891	false	false	false	1.17038	0.0	0.0	0.0	0.0	3.0	1.0	0	NoEngulf		
10	2025.09.02	12:00	1.16442	1.16163	1.16524	1.16121	1.16927	1.16446	1.17059	1.1633	false	false	false	1.16927	0.0	0.0	0.0	0.0	3.0	1.0	0	NoEngulf		
11	2025.09.02	16:00	1.16164	1.16434	1.1682	1.16141	1.16442	1.16163	1.16524	1.16121	false	false	false	1.16442	0.0	0.0	0.0	0.0	3.0	1.0	0	NoEngulf		
12	2025.09.02	20:00	1.16435	1.16391	1.16476	1.16289	1.16164	1.16434	1.1682	1.16141	false	false	false	1.16164	0.0	0.0	0.0	0.0	3.0	1.0	0	NoEngulf		
13	2025.09.03	00:00	1.16367	1.1632500000000001	1.16434	1.16281	1.16435	1.16391	1.16476	1.16289	false	false	false	1.16435	0.0	0.0	0.0	0.0	3.0	1.0	0	NoEngulf		
14	2025.09.03	04:00	1.1632500000000001	1.16311	1.16348	1.1621299999999999	1.16367	1.1632500000000001	1.16434	1.16281	false	false	false	1.16367	0.0	0.0	0.0	0.0	3.0	1.0	0	NoEngulf		
15	2025.09.03	08:00	1.16312	1.16558	1.16568	1.16073	1.1632500000000001	1.16311	1.16348	1.1621299999999999	true	false	true	1.1632500000000001	1.16073	1.1708100000000004	0.1	0.0025200000000000777	3.0	1.0	0	TradeExecutedBuy		
16	2025.09.03	12:00	1.1656	1.16476	1.16639	1.16391	1.16312	1.16558	1.16568	1.16073	false	false	false	1.16312	0.0	0.0	0.0	0.0	3.0	1.0	0	NoEngulf		
17	2025.09.03	16:00	1.16476	1.16745	1.1681300000000001	1.16378	1.1656	1.16476	1.16639	1.16391	true	false	true	1.1656	1.16378	1.1710599999999998	0.1	0.0018199999999999328	3.0	1.0	0	TradeExecutedBuy		
18	2025.09.03	20:00	1.16746	1.16595	1.16764	1.16549	1.16476	1.16745	1.1681300000000001	1.16378	false	false	false	1.16476	0.0	0.0	0.0	0.0	3.0	1.0	0	NoEngulf		
19	2025.09.04	00:00	1.16599	1.1658	1.16624	1.16538	1.16746	1.16595	1.16764	1.16549	false	false	false	1.16746	0.0	0.0	0.0	0.0	3.0	1.0	0	NoEngulf		
20	2025.09.04	04:00	1.16582	1.1651	1.16685	1.16497	1.16599	1.1658	1.16624	1.16538	false	false	false	1.16599	0.0	0.0	0.0	0.0	3.0	1.0	0	NoEngulf		
21	2025.09.04	08:00	1.16511	1.16568	1.16606	1.1643	1.16582	1.1651	1.16685	1.16497	false	false	false	1.16582	0.0	0.0	0.0	0.0	3.0	1.0	0	NoEngulf		
22	2025.09.04	12:00	1.1656900000000001	1.1645	1.1659	1.16293	1.16511	1.16568	1.16606	1.1643	false	true	true	1.16511	1.1659	1.1627400000000006	0.1	0.0007899999999998464	3.0	1.0	0	TradeExecutedSell		
23	2025.09.04	16:00	1.16451	1.1639	1.16551	1.16306	1.1656900000000001	1.1645	1.1659	1.16293	false	false	false	1.1656900000000001	0.0	0.0	0.0	0.0	3.0	1.0	0	NoEngulf		
24	2025.09.04	20:00	1.1639	1.16472	1.16519	1.16337	1.16451	1.1639	1.16551	1.16306	true	false	true	1.16451	1.16337	1.1679299999999997	0.1	0.0011399999999999189	3.0	1.0	0	TradeExecutedBuy		
25	2025.09.05	00:00	1.16467	1.16589	1.16601	1.1644	1.1639	1.16472	1.16519	1.16337	false	false	false	1.1639	0.0	0.0	0.0	0.0	3.0	1.0	0	NoEngulf		
26	2025.09.05	04:00	1.1659	1.1666400000000001	1.1674	1.16589	1.16467	1.16589	1.16601	1.1644	false	false	false	1.16467	0.0	0.0	0.0	0.0	3.0	1.0	0	NoEngulf		
27	2025.09.05	08:00	1.16665	1.16826	1.16836	1.16642	1.1659	1.1666400000000001	1.1674	1.16589	false	false	false	1.1659	0.0	0.0	0.0	0.0	3.0	1.0	0	NoEngulf		
28	2025.09.05	12:00	1.16826	1.17334	1.17488	1.16769	1.16665	1.16826	1.16836	1.16642	false	false	false	1.16665	0.0	0.0	0.0	0.0	3.0	1.0	0	NoEngulf		
29	2025.09.05	16:00	1.17344	1.17382	1.17588	1.17134	1.16826	1.17334	1.17488	1.16769	false	false	false	1.16826	0.0	0.0	0.0	0.0	3.0	1.0	0	NoEngulf		
30	2025.09.05	20:00	1.17384	1.17159	1.17385	1.17124	1.17344	1.17382	1.17588	1.17134	false	true	true	1.17344	1.17385	1.17221	0.1	0.00041000000000002146	3.0	1.0	0	TradeFailedSell		
31	2025.09.08	00:00	1.17108	1.17124	1.17195	1.17029	1.17384	1.17159	1.17385	1.17124	false	false	false	1.17384	0.0	0.0	0.0	0.0	3.0	1.0	0	NoEngulf		
32	2025.09.08	04:00	1.17124	1.1712500000000001	1.17168	1.17054	1.17108	1.17124	1.17195	1.17029	false	false	false	1.17108	0.0	0.0	0.0	0.0	3.0	1.0	0	NoEngulf		
33	2025.09.08	08:00	1.17123	1.17307	1.17421	1.17112	1.17124	1.1712500000000001	1.17168	1.17054	false	false	false	1.17124	0.0	0.0	0.0	0.0	3.0	1.0	0	NoEngulf		
34	2025.09.08	12:00	1.17306	1.1736900000000001	1.17408	1.17193	1.17123	1.17307	1.17421	1.17112	false	false	false	1.17123	0.0	0.0	0.0	0.0	3.0	1.0	0	NoEngulf		
35	2025.09.08	16:00	1.17371	1.174	1.17553	1.17342	1.17306	1.1736900000000001	1.17408	1.17193	false	false	false	1.17306	0.0	0.0	0.0	0.0	3.0	1.0	0	NoEngulf		
36	2025.09.08	20:00	1.174	1.1762	1.17646	1.17342	1.17371	1.174	1.17553	1.17342	false	false	false	1.17371	0.0	0.0	0.0	0.0	3.0	1.0	0	NoEngulf		
37	2025.09.09	00:00	1.17615	1.1771	1.17737	1.17575	1.174	1.1762	1.17646	1.17342	false	false	false	1.174	0.0	0.0	0.0	0.0	3.0	1.0	0	NoEngulf		
38	2025.09.09	04:00	1.17708	1.17721	1.17773	1.17628	1.17615	1.1771	1.17737	1.17575	false	false	false	1.17615	0.0	0.0	0.0	0.0	3.0	1.0	0	NoEngulf		
39	2025.09.09	08:00	1.1772	1.17586	1.17794	1.17436	1.17708	1.17721	1.17773	1.17628	false	true	true	1.17708	1.17794	1.1744999999999997	0.1	0.0008600000000000829	3.0	1.0	0	TradeExecutedSell		
40	2025.09.09	12:00	1.1758899999999999	1.17367	1.17715	1.17268	1.1772	1.17586	1.17794	1.17436	false	false	false	1.1772	0.0	0.0	0.0	0.0	3.0	1.0	0	NoEngulf		
41	2025.09.09	16:00	1.17366	1.17182	1.1761300000000001	1.17148	1.1758899999999999	1.17367	1.17715	1.17268	false	false	false	1.1758899999999999	0.0	0.0	0.0	0.0	3.0	1.0	0	NoEngulf		
42	2025.09.09	20:00	1.17185	1.17072	1.17228	1.1703000000000001	1.17366	1.17182	1.1761300000000001	1.17148	false	false	false	1.17366	0.0	0.0	0.0	0.0	3.0	1.0	0	NoEngulf		
43	2025.09.10	00:00	1.17064	1.16964	1.17131	1.16952	1.17185	1.17072	1.17228	1.1703000000000001	false	false	false	1.17185	0.0	0.0	0.0	0.0	3.0	1.0	0	NoEngulf		
44	2025.09.10	04:00	1.16964	1.17142	1.17148	1.16887	1.17064	1.16964	1.17131	1.16952	true	false	true	1.17064	1.16887	1.1759499999999994	0.1	0.0017699999999998273	3.0	1.0	0	TradeExecutedBuy		
45	2025.09.10	08:00	1.17142	1.16992	1.17177	1.16817	1.16964	1.17142	1.17148	1.16887	false	false	false	1.16964	0.0	0.0	0.0	0.0	3.0	1.0	0	NoEngulf		
46	2025.09.10	12:00	1.16993	1.16996	1.17263	1.16904	1.17142	1.16992	1.17177	1.16817	false	false	false	1.17142	0.0	0.0	0.0	0.0	3.0	1.0	0	NoEngulf		
47	2025.09.10	16:00	1.16996	1.17049	1.17295	1.16951	1.16993	1.16996	1.17263	1.16904	false	false	false	1.16993	0.0	0.0	0.0	0.0	3.0	1.0	0	NoEngulf		
48	2025.09.10	20:00	1.17049	1.16938	1.17114	1.16925	1.16996	1.17049	1.17295	1.16951	false	true	true	1.16996	1.17114	1.1664200000000002	0.1	0.0011799999999999589	3.0	1.0	0	TradeExecutedSell		
49	2025.09.11	00:00	1.16934	1.16932	1.1706	1.1692	1.17049	1.16938	1.17114	1.16925	false	false	false	1.17049	0.0	0.0	0.0	0.0	3.0	1.0	0	NoEngulf		
50	2025.09.11	04:00	1.16931	1.16988	1.17023	1.16922	1.16934	1.16932	1.1706	1.1692	true	false	true	1.16934	1.16922	1.1697000000000004	0.1	0.00012000000000012001	3.0	1.0	0	TradeFailedBuy		
51	2025.09.11	08:00	1.16989	1.16915	1.16989	1.16829	1.16931	1.16988	1.17023	1.16922	false	true	true	1.16931	1.16989	1.16757	0.1	0.0005800000000000249	3.0	1.0	0	TradeExecutedSell		
52	2025.09.11	12:00	1.16912	1.17142	1.172	1.16599	1.16989	1.16915	1.16989	1.16829	true	false	true	1.16989	1.16599	1.1815900000000001	0.1	0.0039000000000000146	3.0	1.0	0	TradeExecutedBuy		
